Grupo de Opções;Sabor / Adicional;Descrição;Preço (R$);Disponível
"[GRUPO] Sabor Pequena 25cm";"TOSCANA";"Molho de tomate caseiro, mussarela, salame, provolone, manjericão e oregano.";"56,00";"Sim"
"[GRUPO] Sabor Média 30cm";"1. Alho e óleo";"Molho de tomate caseiro, mussarela, alho frito e azeitonas pretas e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"10. Bauru";"Molho de tomate caseiro, mussarela, presunto, tomate e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"11. Calabresa";"Molho de tomate caseiro, mussarela, calabresa e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"12. Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"13. Calabresa especial";"Molho de tomate caseiro, mussarela, calabresa, cebola, catupiry e ovos.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"14. Catulabresa";"Molho de tomate caseiro, mussarela, calabresa e catupiry.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"15. Canadense";"Molho de tomate caseiro, mussarela, lombo canadense, catupiry e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"16. Carbonara";"Molho de tomate caseiro, mussarela, Bacon, ovos e creme de leite";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"17. Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"18. Difiori";"Molho de tomate caseiro, mussarela, frango, bacon, tomate e creme de leite";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"19. Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"2. Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"20. Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"21. Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"22. Havaiana";"Molho de tomate caseiro, mussarela, lombo canadense, abacaxi e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"23. Italiana";"Molho de tomate caseiro, mussarela, presunto, bacon, milho, palmito e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"24. La torre";"Molho de tomate caseiro, mussarela, lombo canadense, palmito e creme de leite.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"25. Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"26. Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"27. Milho com catupiry";"Molho de tomate caseiro, mussarela, milho e catupiry.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"28. Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"29. Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"3. Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"30. Napolitana";"Molho de tomate caseiro, mussarela, tomate, provolone e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"31. Portuguesa";"Molho de tomate caseiro, mussarela, presunto, queijo, ovo, tomate, cebola, pimentão, azeitonas verde e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"32. Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"33. Veneza";"Molho de tomate caseiro, mussarela, lombo, bacon, ovos e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"34. Verona";"Molho de tomate caseiro, mussarela, lombo canadense, palmito, milho, catupiry, alho frito e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"35. Atum";"Molho de tomate caseiro, mussarela, atum, cebola, catupiry e orégano. +";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"36. Bolonhesa";"Molho de tomate caseiro, mussarela, carne moída, cebola, tomate e pimentão.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"37. Camarão alho e óleo";"Molho de tomate caseiro, mussarela, camarão ao alho e óleo e orégano.";"75,00";"Sim"
"[GRUPO] Sabor Média 30cm";"38. Camarão aos 4 queijos";"Molho de tomate caseiro, mussarela, camarão, parmesão, provolone e catupiry.";"75,00";"Sim"
"[GRUPO] Sabor Média 30cm";"39. Coração";"Molho de tomate caseiro, mussarela, coração, cebola e catupiry.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"4. Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"40. Champignon";"Molho de tomate caseiro, mussarela, champignon, catupiry e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"41. Filé ao alho";"Molho de tomate caseiro, mussarela, filé, alho frito e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"42. Filé com fritas";"Molho de tomate caseiro, mussarela, tiras de carne, batata frita e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"43. Filé com catupiry";"Molho de tomate caseiro, mussarela, tiras de carne e catupiry.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"44. Filé com cheddar";"Molho de tomate caseiro, mussarela, Filé e cheddar.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"45. Filé aos 4 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry e filé.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"46. Filé aos 5 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e filé.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"47. Filé com tomate";"Molho de tomate caseiro, mussarela, filé e tomate.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"48. Mexicana";"Molho de tomate caseiro, mussarela, iscas de carne, cheddar, cebola e nachos.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"49. Moda da casa";"Molho de tomate caseiro, mussarela, frango, palmito, bacon, milho, azeitona, catupiry e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"5. Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"50. Palmito";"Molho de tomate caseiro, mussarela, Palmito e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"51. Pepperoni";"Molho de tomate caseiro, mussarela, pepperoni e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"52. Rúcula com tomate seco";"Molho de tomate caseiro, mussarela, tomate seco, rúcula e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"53. Siciliana";"Molho de tomate caseiro, mussarela, bacon, champignon, catupiry e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"54. Strogonoff de carne";"Molho de tomate caseiro, mussarela, strogonoff de carne e batata palha.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"55. Strogonoff de frango";"Molho de tomate caseiro, mussarela, strogonoff de frango e batata palha.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"56. 4 Queijos";"Molho de tomate caseiro, mussrela, Parmesão, provolone, catupiry e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"57. 5 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"58. 6 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"59. 4 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, bacon e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"6. Brócolis com bacon e catupiry";"Molho de tomate caseiro, mussarela, brócolis, bacon e catupiry";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"60. 5 Queijos com bacon";"Molho de tomate caseiro, mussarela, parmesão, provolone, catupiry, cheddar, bacon e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"61. 6 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"62. Banana com chocolate preto e leite condensado. ";"Mussarela, banana, chocolate preto e leite condensado.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"63. Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"64. Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"65. Banana leite ninho e leite condensado";"";"64,00";"Sim"
"[GRUPO] Sabor Média 30cm";"66. Brigadeiro";"Chocolate preto e granulado";"0,00";"Sim"
"[GRUPO] Sabor Média 30cm";"67. Chocolate branco";"Mussarela, chocolate branco e leite condensado. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"68. Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"69. Califórnia";"Mussarela, abacaxi, pêssego, figo, açúcar, canela e leite condensado";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"7. Bacon";"Molho de tomate caseiro, mussarela, bacon e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"70. Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"71. Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"72. Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"73. Chocolate preto";"Mussarela, chocolate preto e leite condensado. ";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"74. Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"75. Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"76. Romeu e julieta";"Mussarela e goiabada";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"77. Abacaxí com coco";"Mussarela, abacaxí picado, coco ralado, chocolate branco e leite condensado";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"78. Banana nevada";"Mussarela, banana, canela, chocolate branco e leite condensado. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"79. Banoffe";"Mussarela banana, canela e doce de leite";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"8. Bacon com abacaxi";"Molho caseiro, mussarela, bacon e abacaxi.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"80. Sensação";"Mussarela, chocolate preto, morango e leite condensado";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"81. Sensação branca";"Mussarela, chocolate branco, morango e leite condensado";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"82. Sonho de valsa";"Mussarela, chocolate preto, bombom sonho de valsa e leite condensado";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"83. Óreo";"Mussarela, chocolate branco, biscoito óreo e leite condensado";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"9. Baiana";"Molho de tomate caseiro, mussarela, calabresa, cebola, pimenta calabresa, azeitonas verde e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"BARBECUE";"Molho de tomate caseiro, mussarela, lombo ao molho Barbecue e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"CATUPERU";"Molho de tomate caseiro, mussarela, peito de peru, catupiry e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"CHOCOLATE BRANCO COM NOZES";"Mussarela, chocolate branco, nozes e leite condensado. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"FLORESTA NEGRA";"Chocolate preto e cerejas.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"FUGAZZETA";"Molho de tomate caseiro, mussarela, cebola, azeitonas verdes e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"GAÚCHA";"Molho de tomate caseiro, mussarela, filé, cebola, pimentão, tomate, barbecue e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"ITALIAN ";"Molho de tomate caseiro, mussarela, salame, tomate, azeitonas pretas e orégano.   ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"LA CANTINA";"Molho de tomate caseiro, mussarela, tomate seco, manjericão, champignon, azeitonas pretas e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"LINGUIÇA BLUMENAU";"Molho de tomate caseiro, linguiça Blumenau, mussarela, catupiry e orégano.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"NORDESTINA ";" Molho de tomate caseiro, carne seca, cebola roxa, catupiry, mussarela, pimenta biquinho e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"PRESUNTO E QUEIJO (MODA ARGENTINA)";"Molho de tomate caseiro, mussarela, presunto e orégano.";"55,00";"Sim"
"[GRUPO] Sabor Média 30cm";"PRIMAVERA";"Palmito, ervilha e ovos de codorna.";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"SPECIALE";" Molho de tomate caseiro, mussarela, anéis de cebola na manteiga, salsinha e orégano. ";"71,00";"Sim"
"[GRUPO] Sabor Média 30cm";"TOSCANA";"Molho de tomate caseiro, mussarela, salame, provolone, manjericão e oregano.";"71,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"1. Alho e óleo";"Molho de tomate caseiro, mussarela, alho frito e azeitonas pretas e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"10. Bauru";"Molho de tomate caseiro, mussarela, presunto, tomate e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"11. Calabresa";"Molho de tomate caseiro, mussarela, calabresa e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"12. Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"13. Calabresa especial";"Molho de tomate caseiro, mussarela, calabresa, cebola, catupiry e ovos.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"14. Catulabresa";"Molho de tomate caseiro, mussarela, calabresa e catupiry.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"15. Canadense";"Molho de tomate caseiro, mussarela, lombo canadense, catupiry e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"16. Carbonara";"Molho de tomate caseiro, mussarela, Bacon, ovos e creme de leite";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"17. Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"18. Difiori";"Molho de tomate caseiro, mussarela, frango, bacon, tomate e creme de leite";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"19. Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"2. Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"20. Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"21. Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"22. Havaiana";"Molho de tomate caseiro, mussarela, lombo canadense, abacaxi e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"23. Italiana";"Molho de tomate caseiro, mussarela, presunto, bacon, milho, palmito e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"24. La torre";"Molho de tomate caseiro, mussarela, lombo canadense, palmito e creme de leite.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"25. Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"26. Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"27. Milho com catupiry";"Molho de tomate caseiro, mussarela, milho e catupiry.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"28. Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"29. Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"3. Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"30. Napolitana";"Molho de tomate caseiro, mussarela, tomate, provolone e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"31. Portuguesa";"Molho de tomate caseiro, mussarela, presunto, queijo, ovo, tomate, cebola, pimentão, azeitonas verde e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"32. Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"33. Veneza";"Molho de tomate caseiro, mussarela, lombo, bacon, ovos e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"34. Verona";"Molho de tomate caseiro, mussarela, lombo canadense, palmito, milho, catupiry, alho frito e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"35. Atum";"Molho de tomate caseiro, mussarela, atum, cebola, catupiry e orégano. +";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"36. Bolonhesa";"Molho de tomate caseiro, mussarela, carne moída, cebola, tomate e pimentão.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"37. Camarão alho e óleo";"Molho de tomate caseiro, mussarela, camarão ao alho e óleo e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"38. Camarão aos 4 queijos";"Molho de tomate caseiro, mussarela, camarão, parmesão, provolone e catupiry.";"100,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"39. Coração";"Molho de tomate caseiro, mussarela, coração, cebola e catupiry.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"4. Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"40. Champignon";"Molho de tomate caseiro, mussarela, champignon, catupiry e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"41. Filé ao alho";"Molho de tomate caseiro, mussarela, filé, alho frito e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"42. Filé com fritas";"Molho de tomate caseiro, mussarela, tiras de carne, batata frita e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"43. Filé com catupiry";"Molho de tomate caseiro, mussarela, tiras de carne e catupiry.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"44. Filé com cheddar";"Molho de tomate caseiro, mussarela, Filé e cheddar.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"45. Filé aos 4 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry e filé.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"46. Filé aos 5 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e filé.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"47. Filé com tomate";"Molho de tomate caseiro, mussarela, filé e tomate.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"48. Mexicana";"Molho de tomate caseiro, mussarela, iscas de carne, cheddar, cebola e nachos.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"49. Moda da casa";"Molho de tomate caseiro, mussarela, frango, palmito, bacon, milho, azeitona, catupiry e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"5. Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"50. Palmito";"Molho de tomate caseiro, mussarela, Palmito e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"51. Pepperoni";"Molho de tomate caseiro, mussarela, pepperoni e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"52. Rúcula com tomate seco";"Molho de tomate caseiro, mussarela, tomate seco, rúcula e orégano.";"96,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"53. Siciliana";"Molho de tomate caseiro, mussarela, bacon, champignon, catupiry e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"54. Strogonoff de carne";"Molho de tomate caseiro, mussarela, strogonoff de carne e batata palha.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"55. Strogonoff de frango";"Molho de tomate caseiro, mussarela, strogonoff de frango e batata palha.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"56. 4 Queijos";"Molho de tomate caseiro, mussrela, Parmesão, provolone, catupiry e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"57. 5 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"58. 6 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"59. 4 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, bacon e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"6. Brócolis com bacon e catupiry";"Molho de tomate caseiro, mussarela, brócolis, bacon e catupiry";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"60. 5 Queijos com bacon";"Molho de tomate caseiro, mussarela, parmesão, provolone, catupiry, cheddar, bacon e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"61. 6 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"62. Banana com chocolate preto e leite condensado. ";"Mussarela, banana, chocolate preto e leite condensado.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"63. Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"64. Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"65. Banana leite ninho e leite condensado";"";"82,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"66. Brigadeiro";"Chocolate preto e granulado";"0,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"67. Chocolate branco";"Mussarela, chocolate branco e leite condensado. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"68. Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"69. Califórnia";"Mussarela, abacaxi, pêssego, figo, açúcar, canela e leite condensado";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"7. Bacon";"Molho de tomate caseiro, mussarela, bacon e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"70. Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"71. Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"72. Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"73. Chocolate preto";"Mussarela, chocolate preto e leite condensado. ";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"74. Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"75. Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"76. Romeu e julieta";"Mussarela e goiabada";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"77. Abacaxí com coco";"Mussarela, abacaxí picado, coco ralado, chocolate branco e leite condensado";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"78. Banana nevada";"Mussarela, banana, canela, chocolate branco e leite condensado. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"79. Banoffe";"Mussarela banana, canela e doce de leite";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"8. Bacon com abacaxi";"Molho caseiro, mussarela, bacon e abacaxi.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"80. Sensação";"Mussarela, chocolate preto, morango e leite condensado";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"81. Sensação branca";"Mussarela, chocolate branco, morango e leite condensado";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"82. Sonho de valsa";"Mussarela, chocolate preto, bombom sonho de valsa e leite condensado";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"83. Óreo";"Mussarela, chocolate branco, biscoito óreo e leite condensado";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"9. Baiana";"Molho de tomate caseiro, mussarela, calabresa, cebola, pimenta calabresa, azeitonas verde e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"BARBECUE";"Molho de tomate caseiro, mussarela, lombo ao molho Barbecue e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"CATUPERU";"Molho de tomate caseiro, mussarela, peito de peru, catupiry e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"CHOCOLATE BRANCO COM NOZES";"Mussarela, chocolate branco, nozes e leite condensado. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"FLORESTA NEGRA";"Chocolate preto e cerejas.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"FUGAZZETA";"Molho de tomate caseiro, mussarela, cebola, azeitonas verdes e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"GAÚCHA";"Molho de tomate caseiro, mussarela, filé, cebola, pimentão, tomate, barbecue e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"ITALIAN ";"Molho de tomate caseiro, mussarela, salame, tomate, azeitonas pretas e orégano.   ";"94,00";"Sim"
